trial,tropical_year,correction_period,amplitude,coupling_strength,top3_error,bounded_90deg,bounded_strict,dynamically_bounded,both_strict
2107,365.25059299029834,293.23828134399207,15.208491581674613,22.575242534589183,0.04429631258525027,True,False,True,False
2108,365.13333674767784,293.7496498487,119.04164327176127,13.084928290095974,0.07642380438239799,False,False,True,False
2109,365.25111383319427,294.24266124831144,15.695956955882012,22.648183807095943,0.04415365084094241,True,False,True,False
2110,365.2128936163341,293.0711804616129,37.59300260860799,18.307152321174023,0.05462345986182688,True,False,True,False
2111,365.2586453389355,294.9886606053714,22.7448234980443,23.758174857864777,0.042090775321866336,True,False,True,False
2112,365.30483213172135,293.6824888995154,65.97214034661629,33.96497200951129,0.029442096985092984,True,False,True,False
2113,365.219778769185,293.88836681375676,30.5442002465618,18.961939255552245,0.05273722199627815,True,False,True,False
2114,365.2473619064654,294.7228913720426,12.184468900834242,22.133034271430297,0.04518133337419611,True,True,True,True
2115,365.3442938020072,294.73207135009153,102.90566150323367,53.65472127287075,0.018637688842223592,False,False,True,False
2116,365.25605792309824,293.96646415175087,20.32321470721399,23.364782088507184,0.042799457585863225,True,False,True,False
2117,365.2410760510408,294.97379189077657,8.740786894413922,21.32054036200128,0.04690312642273639,True,True,True,True
2118,365.201539281387,294.0767899585739,49.21723757469441,17.320750715860676,0.057734218129719767,True,False,True,False
2119,365.2833539957839,294.9842712789572,45.870178763637526,28.309617717954435,0.03532368433805389,True,False,True,False
2120,365.1934216986361,293.0139645237607,57.52779962840799,16.678252823940266,0.05995831880930489,True,False,True,False
2121,365.3073653965967,293.806961938054,68.34309797504841,34.784506289296665,0.02874843160581825,True,False,True,False
2122,365.27542513726667,293.67466121769155,38.44937615080674,26.670149328741413,0.03749510314598568,True,False,True,False
2123,365.2145439581316,294.65504738790764,35.90343368146054,18.459949132713973,0.05417133020306327,True,False,True,False
2124,365.20308982537443,293.13637323953094,47.62983430693999,17.44914365524819,0.057309402670842786,True,False,True,False
2125,365.20420484412597,293.374248540821,46.48830986793924,17.542655077987153,0.05700391392035168,True,False,True,False
2126,365.1536365723456,293.8347895646583,98.25896707065793,14.112274432544263,0.07086030000195459,False,False,True,False
2127,365.2657671190209,293.7537337606944,29.41023325773173,24.91267999692176,0.040140201701445256,True,False,True,False
2128,365.1384105995461,293.2136014080047,113.84709548875345,13.327438526788614,0.07503317295292455,False,False,True,False
2129,365.23788651536046,294.90680575876416,12.006115182604,20.930655537273942,0.047776812256031344,True,True,True,True
2130,365.2346739769864,293.59613240234,15.294995248593231,20.552105822435397,0.04865681447145747,True,False,True,False
2131,365.2258551893407,293.64080257228045,24.32336238750018,19.579969924343168,0.051072601432177435,True,False,True,False
2132,365.26540849317735,293.244995723932,29.07458820187021,24.851868341952965,0.040238423374868715,True,False,True,False
2133,365.2146624034146,294.2698133183063,35.7821730866099,18.471013484858826,0.05413888094552723,True,False,True,False
2134,365.25124313713854,293.1557130392175,15.81697463960223,22.666365195624238,0.04411823383985055,True,False,True,False
2135,365.3073539018658,294.91089638287616,68.33233971243368,34.78069835565262,0.028751579102133763,True,False,True,False
2136,365.2714982900196,293.33762001156913,34.7741543179916,25.92651301739257,0.03857055514288246,True,False,True,False
